Urun_ID,Ana_Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Kaynak_Site,Segment,Kullanim_Amaci,Ozellikler,Enerji_Sinifi,Renk,Garanti_Ay,Puan,Yorum_Sayisi,Stok_Durumu,Elektrikli_Mi,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Topluluk_Puani,Populerlik
EV-00259,Mutfak,Dondurma Makinesi,Cuisinart,Cuisinart Dondurma Makinesi CUI-DON-0259,10000,Hepsiburada,Fiyat/Performans,Pratik Kullanım,"557 W, günlük kullanıma uygun, kompakt tasarım",A,Turuncu,12,55,9462,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cuisinart+Dondurma+Makinesi+CUI-DON-0259,https://www.hepsiburada.com/ara?q=Cuisinart+Dondurma+Makinesi+CUI-DON-0259,https://www.amazon.com.tr/s?k=Cuisinart+Dondurma+Makinesi+CUI-DON-0259,https://www.teknosa.com/arama/?s=Cuisinart+Dondurma+Makinesi+CUI-DON-0259,https://www.vatanbilgisayar.com/arama/Cuisinart+Dondurma+Makinesi+CUI-DON-0259,55,Orta
EV-00260,İçecek Hazırlama,Espresso Kahve Makinesi,Sage,Sage Espresso Kahve Makinesi SAG-ESP-0260,37250,Teknosa,Orta,Pratik Kullanım,"2180 W, çelik gövde",A+++,Inox,12,62,1700,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0260,https://www.hepsiburada.com/ara?q=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0260,https://www.amazon.com.tr/s?k=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0260,https://www.teknosa.com/arama/?s=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0260,https://www.vatanbilgisayar.com/arama/Sage+Espresso+Kahve+Makinesi+SAG-ESP-0260,62,Orta
EV-00261,İçecek Hazırlama,Türk Kahve Makinesi,Korkmaz,Korkmaz Türk Kahve Makinesi KOR-TÜR-0261,6400,Trendyol,Giriş,Ev Kullanımı,"1107 W, otomatik kapanma",Belirtilmemiş,Siyah,12,44,5978,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0261,https://www.hepsiburada.com/ara?q=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0261,https://www.amazon.com.tr/s?k=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0261,https://www.teknosa.com/arama/?s=Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0261,https://www.vatanbilgisayar.com/arama/Korkmaz+T%C3%BCrk+Kahve+Makinesi+KOR-T%C3%9CR-0261,44,Düşük
EV-00262,Mutfak,Blender,Arzum,Arzum Blender ARZ-BLE-0262,4250,Amazon Türkiye,Premium,Pratik Kullanım,"1163 W, cam hazne",B,Siyah,24,49,1291,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Blender+ARZ-BLE-0262,https://www.hepsiburada.com/ara?q=Arzum+Blender+ARZ-BLE-0262,https://www.amazon.com.tr/s?k=Arzum+Blender+ARZ-BLE-0262,https://www.teknosa.com/arama/?s=Arzum+Blender+ARZ-BLE-0262,https://www.vatanbilgisayar.com/arama/Arzum+Blender+ARZ-BLE-0262,49,Yüksek
EV-00263,Aydınlatma Ürünleri,Masa & Gece Lambası,Xiaomi,Xiaomi Masa & Gece Lambası XIA-MAS-0263,3200,MediaMarkt,Giriş,Ev Kullanımı,"RGB, 22 W, dimmer destekli",A,Siyah,24,61,5105,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Xiaomi+Masa+%26+Gece+Lambas%C4%B1+XIA-MAS-0263,https://www.hepsiburada.com/ara?q=Xiaomi+Masa+%26+Gece+Lambas%C4%B1+XIA-MAS-0263,https://www.amazon.com.tr/s?k=Xiaomi+Masa+%26+Gece+Lambas%C4%B1+XIA-MAS-0263,https://www.teknosa.com/arama/?s=Xiaomi+Masa+%26+Gece+Lambas%C4%B1+XIA-MAS-0263,https://www.vatanbilgisayar.com/arama/Xiaomi+Masa+%26+Gece+Lambas%C4%B1+XIA-MAS-0263,61,Orta
EV-00264,Mutfak,Airfryer,Arzum,Arzum Airfryer ARZ-AIR-0264,11100,Trendyol,Fiyat/Performans,Pratik Yemek,"5 L hazne, 1950 W, sıcak hava teknolojisi",B,Inox,24,57,9709,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arzum+Airfryer+ARZ-AIR-0264,https://www.hepsiburada.com/ara?q=Arzum+Airfryer+ARZ-AIR-0264,https://www.amazon.com.tr/s?k=Arzum+Airfryer+ARZ-AIR-0264,https://www.teknosa.com/arama/?s=Arzum+Airfryer+ARZ-AIR-0264,https://www.vatanbilgisayar.com/arama/Arzum+Airfryer+ARZ-AIR-0264,57,Orta
EV-00265,Isıtma & Soğutma,Vantilatör,Fakir,Fakir Vantilatör FAK-VAN-0265,4050,Teknosa,Fiyat/Performans,Günlük Kullanım,"1086 W, günlük kullanıma uygun, kompakt tasarım",A+++,Mor,24,46,11376,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Vantilat%C3%B6r+FAK-VAN-0265,https://www.hepsiburada.com/ara?q=Fakir+Vantilat%C3%B6r+FAK-VAN-0265,https://www.amazon.com.tr/s?k=Fakir+Vantilat%C3%B6r+FAK-VAN-0265,https://www.teknosa.com/arama/?s=Fakir+Vantilat%C3%B6r+FAK-VAN-0265,https://www.vatanbilgisayar.com/arama/Fakir+Vantilat%C3%B6r+FAK-VAN-0265,46,Orta
EV-00266,Süpürgeler,Koltuk Yıkama Makinesi,Kiwi,Kiwi Koltuk Yıkama Makinesi KIW-KOL-0266,9800,MediaMarkt,Premium,Pratik Kullanım,"973 W, günlük kullanıma uygun, kompakt tasarım",A+++,Siyah,24,54,2347,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Kiwi+Koltuk+Y%C4%B1kama+Makinesi+KIW-KOL-0266,https://www.hepsiburada.com/ara?q=Kiwi+Koltuk+Y%C4%B1kama+Makinesi+KIW-KOL-0266,https://www.amazon.com.tr/s?k=Kiwi+Koltuk+Y%C4%B1kama+Makinesi+KIW-KOL-0266,https://www.teknosa.com/arama/?s=Kiwi+Koltuk+Y%C4%B1kama+Makinesi+KIW-KOL-0266,https://www.vatanbilgisayar.com/arama/Kiwi+Koltuk+Y%C4%B1kama+Makinesi+KIW-KOL-0266,54,Yüksek
EV-00267,Evcil Hayvan Ürünleri,Akıllı Kedi Tuvaleti,Catlink,Catlink Akıllı Kedi Tuvaleti CAT-AKI-0267,35250,Vatan Bilgisayar,Giriş,Pratik Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A+++,Siyah,36,53,2202,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0267,https://www.hepsiburada.com/ara?q=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0267,https://www.amazon.com.tr/s?k=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0267,https://www.teknosa.com/arama/?s=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0267,https://www.vatanbilgisayar.com/arama/Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0267,53,Orta
EV-00268,Mutfak,Mikser,Bosch,Bosch Mikser BOS-MIK-0268,2850,n11,Üst,Ev Kullanımı,"1051 W, çelik bıçak",A+,Inox,24,66,12063,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Mikser+BOS-MIK-0268,https://www.hepsiburada.com/ara?q=Bosch+Mikser+BOS-MIK-0268,https://www.amazon.com.tr/s?k=Bosch+Mikser+BOS-MIK-0268,https://www.teknosa.com/arama/?s=Bosch+Mikser+BOS-MIK-0268,https://www.vatanbilgisayar.com/arama/Bosch+Mikser+BOS-MIK-0268,66,Yüksek
EV-00269,Süpürgeler,Dikey Süpürge,Bosch,Bosch Dikey Süpürge BOS-DIK-0269,46000,Trendyol,Giriş,Ev Temizliği,"1786 W motor, Siklon filtre, Kablosuz",B,Lacivert,24,74,7380,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0269,https://www.hepsiburada.com/ara?q=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0269,https://www.amazon.com.tr/s?k=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0269,https://www.teknosa.com/arama/?s=Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0269,https://www.vatanbilgisayar.com/arama/Bosch+Dikey+S%C3%BCp%C3%BCrge+BOS-DIK-0269,74,Yüksek
EV-00270,Mutfak,Meyve Sıkacağı,Fakir,Fakir Meyve Sıkacağı FAK-MEY-0270,4750,Hepsiburada,Giriş,Ev Kullanımı,"482 W, cam hazne",Belirtilmemiş,Lacivert,24,43,11255,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Meyve+S%C4%B1kaca%C4%9F%C4%B1+FAK-MEY-0270,https://www.hepsiburada.com/ara?q=Fakir+Meyve+S%C4%B1kaca%C4%9F%C4%B1+FAK-MEY-0270,https://www.amazon.com.tr/s?k=Fakir+Meyve+S%C4%B1kaca%C4%9F%C4%B1+FAK-MEY-0270,https://www.teknosa.com/arama/?s=Fakir+Meyve+S%C4%B1kaca%C4%9F%C4%B1+FAK-MEY-0270,https://www.vatanbilgisayar.com/arama/Fakir+Meyve+S%C4%B1kaca%C4%9F%C4%B1+FAK-MEY-0270,43,Orta
EV-00271,Mutfak,Mikser,Bosch,Bosch Mikser BOS-MIK-0271,3600,Hepsiburada,Fiyat/Performans,Günlük Kullanım,"463 W, çelik bıçak",Belirtilmemiş,Turuncu,12,69,4277,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Bosch+Mikser+BOS-MIK-0271,https://www.hepsiburada.com/ara?q=Bosch+Mikser+BOS-MIK-0271,https://www.amazon.com.tr/s?k=Bosch+Mikser+BOS-MIK-0271,https://www.teknosa.com/arama/?s=Bosch+Mikser+BOS-MIK-0271,https://www.vatanbilgisayar.com/arama/Bosch+Mikser+BOS-MIK-0271,69,Yüksek
EV-00272,İçecek Hazırlama,Su Isıtıcı & Kettle,Fakir,Fakir Su Isıtıcı & Kettle FAK-SU -0272,1300,Hepsiburada,Orta,Günlük Kullanım,"1205 W, ısı ayarı",A+,Beyaz,12,53,3656,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+FAK-SU+-0272,https://www.hepsiburada.com/ara?q=Fakir+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+FAK-SU+-0272,https://www.amazon.com.tr/s?k=Fakir+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+FAK-SU+-0272,https://www.teknosa.com/arama/?s=Fakir+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+FAK-SU+-0272,https://www.vatanbilgisayar.com/arama/Fakir+Su+Is%C4%B1t%C4%B1c%C4%B1+%26+Kettle+FAK-SU+-0272,53,Yüksek
EV-00273,İçecek Hazırlama,Kapsüllü Kahve Makinesi,Nespresso,Nespresso Kapsüllü Kahve Makinesi NES-KAP-0273,4400,Amazon Türkiye,Orta,Günlük Kullanım,"1479 W, otomatik kapanma",A+++,Turuncu,24,54,2125,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Nespresso+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+NES-KAP-0273,https://www.hepsiburada.com/ara?q=Nespresso+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+NES-KAP-0273,https://www.amazon.com.tr/s?k=Nespresso+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+NES-KAP-0273,https://www.teknosa.com/arama/?s=Nespresso+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+NES-KAP-0273,https://www.vatanbilgisayar.com/arama/Nespresso+Kaps%C3%BCll%C3%BC+Kahve+Makinesi+NES-KAP-0273,54,Orta
EV-00274,Akıllı Ev Sistemleri,Akıllı Priz,Meross,Meross Akıllı Priz MER-AKI-0274,2950,Hepsiburada,Premium,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Alexa uyumlu",A++,Gri,24,46,7005,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Meross+Ak%C4%B1ll%C4%B1+Priz+MER-AKI-0274,https://www.hepsiburada.com/ara?q=Meross+Ak%C4%B1ll%C4%B1+Priz+MER-AKI-0274,https://www.amazon.com.tr/s?k=Meross+Ak%C4%B1ll%C4%B1+Priz+MER-AKI-0274,https://www.teknosa.com/arama/?s=Meross+Ak%C4%B1ll%C4%B1+Priz+MER-AKI-0274,https://www.vatanbilgisayar.com/arama/Meross+Ak%C4%B1ll%C4%B1+Priz+MER-AKI-0274,46,Orta
EV-00275,Isıtma & Soğutma,Şofben & Termosifon,Beko,Beko Şofben & Termosifon BEK-ŞOF-0275,3800,Vatan Bilgisayar,Fiyat/Performans,Ev Kullanımı,"1421 W, günlük kullanıma uygun, kompakt tasarım",A,Turuncu,24,48,10620,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Beko+%C5%9Eofben+%26+Termosifon+BEK-%C5%9EOF-0275,https://www.hepsiburada.com/ara?q=Beko+%C5%9Eofben+%26+Termosifon+BEK-%C5%9EOF-0275,https://www.amazon.com.tr/s?k=Beko+%C5%9Eofben+%26+Termosifon+BEK-%C5%9EOF-0275,https://www.teknosa.com/arama/?s=Beko+%C5%9Eofben+%26+Termosifon+BEK-%C5%9EOF-0275,https://www.vatanbilgisayar.com/arama/Beko+%C5%9Eofben+%26+Termosifon+BEK-%C5%9EOF-0275,48,Yüksek
EV-00276,Mutfak,Tost Makinesi,Fakir,Fakir Tost Makinesi FAK-TOS-0276,2950,Trendyol,Premium,Günlük Kullanım,"1691 W, günlük kullanıma uygun, kompakt tasarım",Belirtilmemiş,Siyah,36,47,8629,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Tost+Makinesi+FAK-TOS-0276,https://www.hepsiburada.com/ara?q=Fakir+Tost+Makinesi+FAK-TOS-0276,https://www.amazon.com.tr/s?k=Fakir+Tost+Makinesi+FAK-TOS-0276,https://www.teknosa.com/arama/?s=Fakir+Tost+Makinesi+FAK-TOS-0276,https://www.vatanbilgisayar.com/arama/Fakir+Tost+Makinesi+FAK-TOS-0276,47,Yüksek
EV-00277,Hava Nemlendirici & Temizleyiciler,Hava Temizleyici,Samsung,Samsung Hava Temizleyici SAM-HAV-0277,40250,Vatan Bilgisayar,Üst,Hava Kalitesi,"HEPA H13 filtre, 21 m² etki alanı",A+,Inox,24,76,6378,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Samsung+Hava+Temizleyici+SAM-HAV-0277,https://www.hepsiburada.com/ara?q=Samsung+Hava+Temizleyici+SAM-HAV-0277,https://www.amazon.com.tr/s?k=Samsung+Hava+Temizleyici+SAM-HAV-0277,https://www.teknosa.com/arama/?s=Samsung+Hava+Temizleyici+SAM-HAV-0277,https://www.vatanbilgisayar.com/arama/Samsung+Hava+Temizleyici+SAM-HAV-0277,76,Çok Yüksek
EV-00278,İçecek Hazırlama,Espresso Kahve Makinesi,Sage,Sage Espresso Kahve Makinesi SAG-ESP-0278,34500,n11,Üst,Günlük Kullanım,"1005 W, otomatik kapanma",C,Inox,24,58,3828,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0278,https://www.hepsiburada.com/ara?q=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0278,https://www.amazon.com.tr/s?k=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0278,https://www.teknosa.com/arama/?s=Sage+Espresso+Kahve+Makinesi+SAG-ESP-0278,https://www.vatanbilgisayar.com/arama/Sage+Espresso+Kahve+Makinesi+SAG-ESP-0278,58,Yüksek
EV-00279,Mutfak,Blender,Karaca,Karaca Blender KAR-BLE-0279,5900,n11,Üst,Günlük Kullanım,"884 W, çoklu hız ayarı",A+,Lacivert,12,53,2861,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Karaca+Blender+KAR-BLE-0279,https://www.hepsiburada.com/ara?q=Karaca+Blender+KAR-BLE-0279,https://www.amazon.com.tr/s?k=Karaca+Blender+KAR-BLE-0279,https://www.teknosa.com/arama/?s=Karaca+Blender+KAR-BLE-0279,https://www.vatanbilgisayar.com/arama/Karaca+Blender+KAR-BLE-0279,53,Yüksek
EV-00280,Evcil Hayvan Ürünleri,Akıllı Kedi Tuvaleti,Catlink,Catlink Akıllı Kedi Tuvaleti CAT-AKI-0280,61250,Vatan Bilgisayar,Fiyat/Performans,Ev Kullanımı,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",A+,Gri,36,59,3099,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0280,https://www.hepsiburada.com/ara?q=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0280,https://www.amazon.com.tr/s?k=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0280,https://www.teknosa.com/arama/?s=Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0280,https://www.vatanbilgisayar.com/arama/Catlink+Ak%C4%B1ll%C4%B1+Kedi+Tuvaleti+CAT-AKI-0280,59,Orta
EV-00281,İçecek Hazırlama,Çay Makinesi,Arçelik,Arçelik Çay Makinesi ARÇ-ÇAY-0281,2600,Trendyol,Fiyat/Performans,Günlük Kullanım,"1479 W, çelik gövde",A++,Gri,24,47,7846,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Ar%C3%A7elik+%C3%87ay+Makinesi+AR%C3%87-%C3%87AY-0281,https://www.hepsiburada.com/ara?q=Ar%C3%A7elik+%C3%87ay+Makinesi+AR%C3%87-%C3%87AY-0281,https://www.amazon.com.tr/s?k=Ar%C3%A7elik+%C3%87ay+Makinesi+AR%C3%87-%C3%87AY-0281,https://www.teknosa.com/arama/?s=Ar%C3%A7elik+%C3%87ay+Makinesi+AR%C3%87-%C3%87AY-0281,https://www.vatanbilgisayar.com/arama/Ar%C3%A7elik+%C3%87ay+Makinesi+AR%C3%87-%C3%87AY-0281,47,Yüksek
EV-00282,Mutfak,Su Arıtma,Arçelik,Arçelik Su Arıtma ARÇ-SU -0282,2400,Vatan Bilgisayar,Orta,Günlük Kullanım,"2133 W, günlük kullanıma uygun, kompakt tasarım",B,Lacivert,24,53,2335,Kampanyalı,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Ar%C3%A7elik+Su+Ar%C4%B1tma+AR%C3%87-SU+-0282,https://www.hepsiburada.com/ara?q=Ar%C3%A7elik+Su+Ar%C4%B1tma+AR%C3%87-SU+-0282,https://www.amazon.com.tr/s?k=Ar%C3%A7elik+Su+Ar%C4%B1tma+AR%C3%87-SU+-0282,https://www.teknosa.com/arama/?s=Ar%C3%A7elik+Su+Ar%C4%B1tma+AR%C3%87-SU+-0282,https://www.vatanbilgisayar.com/arama/Ar%C3%A7elik+Su+Ar%C4%B1tma+AR%C3%87-SU+-0282,53,Yüksek
EV-00283,Evcil Hayvan Ürünleri,Akıllı Su Pınarı,Trixie,Trixie Akıllı Su Pınarı TRI-AKI-0283,8600,Teknosa,Giriş,Günlük Kullanım,"Wi-Fi/Bluetooth, mobil uygulama, Siri Shortcuts uyumlu",A,Turuncu,24,55,2250,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0283,https://www.hepsiburada.com/ara?q=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0283,https://www.amazon.com.tr/s?k=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0283,https://www.teknosa.com/arama/?s=Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0283,https://www.vatanbilgisayar.com/arama/Trixie+Ak%C4%B1ll%C4%B1+Su+P%C4%B1nar%C4%B1+TRI-AKI-0283,55,Orta
EV-00284,Aydınlatma Ürünleri,LED Şerit,Govee,Govee LED Şerit GOV-LED-0284,4550,Trendyol,Üst,Ev Kullanımı,"Sıcak beyaz, 28 W, dimmer destekli",C,Krem,24,49,2887,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Govee+LED+%C5%9Eerit+GOV-LED-0284,https://www.hepsiburada.com/ara?q=Govee+LED+%C5%9Eerit+GOV-LED-0284,https://www.amazon.com.tr/s?k=Govee+LED+%C5%9Eerit+GOV-LED-0284,https://www.teknosa.com/arama/?s=Govee+LED+%C5%9Eerit+GOV-LED-0284,https://www.vatanbilgisayar.com/arama/Govee+LED+%C5%9Eerit+GOV-LED-0284,49,Yüksek
EV-00285,İçecek Hazırlama,Kahve Makinesi,Delonghi,Delonghi Kahve Makinesi DEL-KAH-0285,8600,n11,Premium,Günlük Kullanım,"1172 W, çelik gövde",A+,Inox,12,52,9312,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Delonghi+Kahve+Makinesi+DEL-KAH-0285,https://www.hepsiburada.com/ara?q=Delonghi+Kahve+Makinesi+DEL-KAH-0285,https://www.amazon.com.tr/s?k=Delonghi+Kahve+Makinesi+DEL-KAH-0285,https://www.teknosa.com/arama/?s=Delonghi+Kahve+Makinesi+DEL-KAH-0285,https://www.vatanbilgisayar.com/arama/Delonghi+Kahve+Makinesi+DEL-KAH-0285,52,Orta
EV-00286,Hava Nemlendirici & Temizleyiciler,Hava Nemlendirici,Philips,Philips Hava Nemlendirici PHI-HAV-0286,5900,Trendyol,Giriş,Günlük Kullanım,"UV-C filtre, 76 m² etki alanı",A+++,Lacivert,36,63,5249,Stokta var,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Philips+Hava+Nemlendirici+PHI-HAV-0286,https://www.hepsiburada.com/ara?q=Philips+Hava+Nemlendirici+PHI-HAV-0286,https://www.amazon.com.tr/s?k=Philips+Hava+Nemlendirici+PHI-HAV-0286,https://www.teknosa.com/arama/?s=Philips+Hava+Nemlendirici+PHI-HAV-0286,https://www.vatanbilgisayar.com/arama/Philips+Hava+Nemlendirici+PHI-HAV-0286,63,Yüksek
EV-00287,Mutfak,Doğrayıcı & Rondo,Fakir,Fakir Doğrayıcı & Rondo FAK-DOĞ-0287,2200,Teknosa,Giriş,Pratik Kullanım,"402 W, cam hazne",A,Turuncu,36,44,1785,Az stok,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0287,https://www.hepsiburada.com/ara?q=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0287,https://www.amazon.com.tr/s?k=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0287,https://www.teknosa.com/arama/?s=Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0287,https://www.vatanbilgisayar.com/arama/Fakir+Do%C4%9Fray%C4%B1c%C4%B1+%26+Rondo+FAK-DO%C4%9E-0287,44,Orta
EV-00288,Isıtma & Soğutma,Vantilatör,Vantil,Vantil Vantilatör VAN-VAN-0288,5700,Vatan Bilgisayar,Üst,Pratik Kullanım,"1733 W, günlük kullanıma uygun, kompakt tasarım",Belirtilmemiş,Inox,24,50,7870,Hızlı teslimat,Evet,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0288,https://www.hepsiburada.com/ara?q=Vantil+Vantilat%C3%B6r+VAN-VAN-0288,https://www.amazon.com.tr/s?k=Vantil+Vantilat%C3%B6r+VAN-VAN-0288,https://www.teknosa.com/arama/?s=Vantil+Vantilat%C3%B6r+VAN-VAN-0288,https://www.vatanbilgisayar.com/arama/Vantil+Vantilat%C3%B6r+VAN-VAN-0288,50,Yüksek
